,category,text
3803,spam,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!
"
3804,spam,"Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
"
3805,spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm
"
3806,not_spam,"Why don't you wait 'til at least wednesday to see if you get your .
"
3807,not_spam,"Go fool dont cheat others ok
"
3808,spam,"Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
"
3809,not_spam,"I finished my lunch already. U wake up already?
"
3810,not_spam,"Now only i reached home. . . I am very tired now. . I will come tomorro
"
3811,spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk
"
3812,not_spam,"I think steyn surely get one wicket:)
"
3813,not_spam,"Ok lor then we go tog lor...
"
3814,spam,"Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
"
3815,not_spam,"I'm gonna rip out my uterus.
"
3816,spam,"Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082
"
3817,spam,"Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
"
3818,spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.
"
3819,not_spam,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.
"
3820,spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic 
"
3821,not_spam,"""The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!"", Gud night....
"
3822,spam,"Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
"
3823,not_spam,"I am in bus on the way to calicut
"
3824,not_spam,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.
"
3825,spam,"Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
"
3826,not_spam,"Probably a couple hours tops
"
3827,not_spam,"K.k:)advance happy pongal.
"
3828,spam,"You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
"
3829,not_spam,"i felt so...not any conveying reason.. Ese he... What about me?
"
3830,not_spam,"I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
"
3831,not_spam,"Boo. How's things? I'm back at home and a little bored already :-(
"
3832,not_spam,"Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! 
"
3833,not_spam,"Ok that's great thanx a lot.
"
3834,not_spam,"Kate jackson rec center before 7ish, right?
"
3835,spam,"from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
"
3836,spam,"You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
"
3837,spam,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
"
3838,not_spam,"Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
"
3839,not_spam,"Well there's still a bit left if you guys want to tonight
"
3840,not_spam,"Aight will do, thanks again for comin out
"
3841,not_spam,"Ok...
"
3842,not_spam,"Ü go home liao? Ask dad to pick me up at 6...
"
3843,spam,"INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
"
3844,spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX
"
3845,spam,"Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
"
3846,spam,"18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
"
3847,spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P
"
3848,spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007
"
3849,not_spam,"How are you. Just checking up on you
"
3850,spam,"Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
"
3851,spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
"
3852,not_spam,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... 
"
3853,spam,"Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
"
3854,not_spam,"Sorry i din lock my keypad.
"
3855,spam,"We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
"
3856,spam,"Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
"
3857,not_spam,"""Thinking of u ;) x""
"
3858,not_spam,"Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
"
3859,spam,"You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
"
3860,spam,"Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082
"
3861,not_spam,"I'm going for bath will msg you next  &lt;#&gt;  min..
"
3862,spam,"Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
"
3863,spam,"URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
"
3864,not_spam,"Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
"
3865,not_spam,"Dear i have reache room
"
3866,not_spam,"Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
"
3867,not_spam,"From tomorrow onwards eve 6 to 3 work.
"
3868,spam,"Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
"
3869,not_spam,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight
"
3870,not_spam,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like
"
3871,not_spam,"Hui xin is in da lib.
"
3872,not_spam,"Who u talking about?
"
3873,not_spam,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc
"
3874,not_spam,"Ill call you evening ill some ideas.
"
3875,spam,"Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
"
3876,spam,"Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
"
3877,not_spam,"I hope you know I'm still mad at you.
"
3878,spam,"Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
"
3879,spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+
"
3880,not_spam,"Fair enough, anything going on?
"
3881,spam,"GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
"
3882,not_spam,"Sure, I'll see if I can come by in a bit
"
3883,not_spam,"Why you keeping me away like this
"
3884,spam,"You have an important customer service announcement from PREMIER.
"
3885,spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180
"
3886,not_spam,"Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
"
3887,not_spam," and  picking them up from various points
"
3888,not_spam," &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla
"
3889,not_spam,"Yeah I don't see why not
"
3890,spam,"FROM 88066 LOST £12 HELP
"
3891,spam,"INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
"
3892,not_spam,"Aight sorry I take ten years to shower. What's the plan?
"
3893,spam,"Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
"
3894,not_spam,"Its not the same here. Still looking for a job. How much do Ta's earn there.
"
3895,spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar
"
3896,not_spam,"haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
"
3897,spam,"FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
"
3898,spam,"3. You have received your mobile content. Enjoy
"
3899,not_spam,"Wot u up 2 u weirdo?
"
3900,not_spam,"Still otside le..u come 2morrow maga..
"
3901,spam,"FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
"
3902,spam,"WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
"
3903,spam,"* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
"
3904,spam,"Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
"
3905,not_spam,"HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
"
3906,not_spam,"Sorry,in meeting I'll call later
"
3907,spam,"Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
"
3908,not_spam,"Kallis wont bat in 2nd innings.
"
3909,not_spam,"hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
"
3910,spam,"Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
"
3911,spam,"Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
"
3912,spam,"Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
"
3913,spam,"Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
"
3914,not_spam,"Hi dear we saw dear. We both are happy. Where you my battery is low
"
3915,spam,"You have 1 new message. Please call 08712400200.
"
3916,not_spam,"Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
"
3917,not_spam,"I think its far more than that but find out. Check google maps for a place from your dorm.
"
3918,spam,"Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
"
3919,spam,"Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
"
3920,spam,"18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
"
3921,not_spam,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear
"
3922,spam,"okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
"
3923,spam,"Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
"
3924,spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16
"
3925,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION
"
3926,spam,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck.
"
3927,spam,"Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
"
3928,not_spam,"Msg me when rajini comes.
"
3929,not_spam,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?
"
3930,spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription
"
3931,spam,"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
"
3932,spam,"Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
"
3933,not_spam,"What's up. Do you want me to come online?
"
3934,not_spam,"Dear, take care. I am just reaching home.love u a lot.
"
3935,not_spam,"I guess it is useless calling u 4 something important.
"
3936,spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk
"
3937,not_spam,"She was supposed to be but couldn't make it, she's still in town though
"
3938,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ 
"
3939,spam,"Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
"
3940,not_spam,"My friends use to call the same.
"
3941,spam,"Win a £1000 cash prize or a prize worth £5000
"
3942,spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088
"
3943,not_spam,"Going for dinner.msg you after.
"
3944,not_spam,"I'm now but have to wait till 2 for the bus to pick me.
"
3945,not_spam,"Much better now thanks lol
"
3946,not_spam,"Machan you go to gym tomorrow,  i wil come late goodnight.
"
3947,not_spam,"Dear good morning how you feeling dear
"
3948,not_spam,"I'm not coming over, do whatever you want
"
3949,spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO
"
3950,spam,"CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
"
3951,not_spam,"This is one of the days you have a billion classes, right?
"
3952,spam,"IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
"
3953,not_spam,"And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
"
3954,spam,"Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
"
3955,not_spam,"Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
"
3956,not_spam,"Yes..but they said its IT.,
"
3957,spam,"lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
"
3958,not_spam,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up
"
3959,spam,"WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
"
3960,spam,"Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
"
3961,spam,"You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
"
3962,spam,"Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP
"
3963,not_spam,"Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
"
3964,spam,"Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
"
3965,spam,"FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
"
3966,spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994
"
3967,spam,"PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
"
3968,spam,"Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
"
3969,spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate
"
3970,spam,"Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
"
3971,spam,"Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
"
3972,spam,"Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
"
3973,spam,"important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
"
3974,spam,"Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
"
3975,spam,"New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
"
3976,spam,"Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
"
3977,not_spam,"A few people are at the game, I'm at the mall with iouri and kaila
"
3978,not_spam,"But that's on ebay it might be less elsewhere.
"
3979,spam,"You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
"
3980,not_spam,"Hi kindly give us back our documents which we submitted for loan from STAPATI
"
3981,not_spam,"Oops I did have it,  &lt;#&gt; ?
"
3982,spam,"Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
"
3983,not_spam,"What time you think you'll have it? Need to know when I should be near campus
"
3984,spam,"SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
"
3985,spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk
"
3986,spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p
"
3987,not_spam,"I am waiting for your call sir.
"
3988,spam,"money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy
"
3989,not_spam,"Stop knowing me so well!
"
3990,not_spam,"I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
"
3991,not_spam,"Yup n her fren lor. I'm meeting my fren at 730.
"
3992,spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P
"
3993,spam,"Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
"
3994,spam,"You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
"
3995,not_spam,"The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
"
3996,spam,"Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
"
3997,spam,"87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
"
3998,not_spam,"Yup
"
3999,not_spam,"So what about you. What do you remember
"
4000,not_spam,"I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
"
4001,not_spam,"Sorry, I can't help you on this.
"
4002,not_spam,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.
"
4003,not_spam,"Its ok., i just askd did u knw tht no?
"
4004,spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.
"
4005,not_spam,"I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
"
4006,spam,"money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy
"
4007,not_spam,"Ugh just got outta class
"
4008,not_spam,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early
"
4009,spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.
"
4010,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION
"
4011,spam,"25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
"
4012,spam,"Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
"
4013,not_spam,"I am great! How are you?
"
4014,spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)
"
4015,not_spam,"Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
"
4016,spam,"Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
"
4017,not_spam,"Not yet chikku..wat abt u?
"
4018,spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com
"
4019,spam,"Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
"
4020,not_spam,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.
"
4021,spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply
"
4022,spam,"U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
"
4023,not_spam,"I need details about that online job.
"
4024,spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'
"
4025,not_spam,"Yeah, we can probably swing by once my roommate finishes up with his girl
"
4026,not_spam,"Hey i've booked the 2 lessons on sun liao...
"
4027,not_spam,"Haha get used to driving to usf man, I know a lot of stoners
"
4028,not_spam,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@
"
4029,not_spam,"Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
"
4030,not_spam,"Ahhh. Work. I vaguely remember that! What does it feel like? Lol
"
4031,not_spam,"As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
"
4032,spam,"XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 
"
4033,spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm
"
4034,not_spam,"Ü dun need to pick ur gf?
"
4035,spam,"WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
"
4036,spam,"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
"
4037,spam,"tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
"
4038,not_spam,"Im good! I have been thinking about you...
"
4039,not_spam,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..
"
4040,not_spam,"Ok i vl..do u know i got adsense approved..
"
4041,spam,"Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
"
4042,spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X
"
4043,spam,"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
"
4044,not_spam,"Remind me how to get there and I shall do so
"
4045,not_spam,"Hi. I'm sorry i missed your call. Can you pls call back.
"
4046,not_spam,"Company is very good.environment is terrific and food is really nice:)
"
